id,sentence,label
3721,도서관 환경 좋아?,2
3722,편의점 서비스 어때?,2
3723,은행 직원 친절해?,2
3724,학교 ATM 사용하기 편리해?,2
3725,기숙사 카페 분위기 어때?,2
3726,학생회관 카페 리뷰 좀 알려줘.,2
3727,캠퍼스 편의점 이용 후기 있어?,2
3728,도서관에서 공부하기 좋은지 알려줘.,2
3729,카페에서 와이파이 돼?,2
3730,PC실에서 노트북 사용 가능해?,2
3731,도서관에서 무료로 책 빌릴 수 있어?,2
3732,편의점에서 택배 보내는 법 알려줘.,2
3733,은행에서 외화 환전 돼?,2
3734,학교 ATM 수수료 얼마야?,2
3735,기숙사 카페에서 아르바이트 가능한가요?,2
3736,학생회관 카페에서 콘센트 사용할 수 있어?,2
3737,캠퍼스 편의점에서 교재 파나요?,2
3738,도서관에서 프린트 할 수 있어?,2
3739,학교 내 은행 어디 있어?,2
3740,도서관 옆 카페 위치 알려줘.,2
3741,캠퍼스 내 복사실 어디 있어?,2
3742,학교 정문 근처 편의점 어디 있어?,2
3743,기숙사 1층 카페 위치 알려줘.,2
3744,학생회관 2층 카페 어디 있어?,2
3745,캠퍼스 내 자판기 어디 있어?,2
3746,도서관 주변 카페 어디야?,2
3747,기숙사 옆 편의점 어디야?,2
3748,학교 내 헬스장 어디 있어?,2
3749,복사실 운영 시간 언제야?,2
3750,자판기 이용 시간 어떻게 돼?,2
3751,학교 헬스장 운영 시간 알려줘.,2
3752,도서관 열람실 몇 시까지 열어?,2
3753,학생회관 식당 운영 시간 알려줘.,2
3754,기숙사 세탁실 이용 시간 언제야?,2
3755,캠퍼스 내 택배 보관소 운영 시간 알려줘.,2
3756,학교 우체국 운영 시간 언제야?,2
3757,기숙사 매점 몇 시에 닫아?,2
3758,학교 서점 운영 시간 언제야?,2
3759,복사실에서 복사 어떻게 해?,2
3760,자판기 사용 방법 알려줘.,2
3761,학교 헬스장 등록 방법 알려줘.,2
3762,도서관 열람실 자리 어떻게 잡아?,2
3763,학생회관 식당 이용 방법 알려줘.,2
3764,기숙사 세탁실 사용 방법이 뭐야?,2
3765,캠퍼스 내 택배 보관소 이용 방법 알려줘.,2
3766,학교 우체국에서 소포 보내는 법 알려줘.,2
3767,기숙사 매점에서 결제 방법 뭐 있어?,2
3768,학교 서점에서 책 사는 법 알려줘.,2
3769,학교 내 서점 어디에 있어?,2
3770,기숙사 내 택배 보관소 위치 알려줘.,2
3771,캠퍼스 내 식당 어디에 있나요?,2
3772,학교 내 영화관 위치 알려줘.,2
3773,캠퍼스 내 미용실 어디 있어?,2
3774,도서관 근처 카페 위치 어디야?,2
3775,학교 내 자판기 위치 알려줘.,2
3776,캠퍼스 내 병원 어디에 있어?,2
3777,기숙사 내 세탁실 위치가 어디야?,2
3778,학교 내 운동장 어디에 있어?,2
3779,서점 운영 시간 알려줘.,2
3780,택배 보관소 운영 시간 어떻게 돼?,2
3781,학교 식당 운영 시간 언제야?,2
3782,영화관 몇 시에 여나요?,2
3783,미용실 운영 시간 알려줘.,2
3784,학교 병원 몇 시까지 열어?,2
3785,자판기 이용 시간 알려줘.,2
3786,운동장 운영 시간 어떻게 돼?,2
3787,세탁실 몇 시에 닫아?,2
3788,학교 영화관 운영 시간 알려줘.,2
3789,서점에서 교재 살 수 있어?,2
3790,택배 보관소 이용 방법 알려줘.,2
3791,식당에서 어떤 메뉴 팔아?,2
3792,영화관에서 어떤 영화 상영해?,2
3793,미용실에서 어떤 서비스 제공해?,2
3794,병원에서 건강검진 받을 수 있어?,2
3795,세탁실에서 세탁기 이용 방법 알려줘.,2
3796,운동장에서 체육 수업 받아?,2
3797,자판기에서 어떤 음료 팔아?,2
3798,학교 식당에서 채식 메뉴 있나요?,2
3799,서점 이용 방법 알려줘.,2
3800,택배 보관소 이용 절차 알려줘.,2
3801,식당에서 결제는 어떻게 해?,2
3802,영화관 예매 방법 알려줘.,2
3803,미용실 예약 방법 알려줘.,2
3804,병원 예약 방법 알려줘.,2
3805,세탁실 사용 방법 알려줘.,2
3806,운동장 이용 절차 알려줘.,2
3807,자판기 사용 방법 알려줘.,2
3808,식당 이용 방법 알려줘.,2
3809,학교 식당 예약할 수 있어?,2
3810,영화관 예매 가능해?,2
3811,운동장 예약 방법 알려줘.,2
3812,학교 병원 예약 가능한가요?,2
3813,미용실 예약 어떻게 해?,2
3814,세탁실 예약할 수 있어?,2
3815,서점 예약 가능한가요?,2
3816,자판기 예약 방법 알려줘.,2
3817,캠퍼스 내 회의실 예약할 수 있어?,2
3818,기숙사 내 스터디룸 예약 방법 알려줘.,2
3819,서점 리뷰 어디서 볼 수 있어?,2
3820,택배 보관소 서비스 어때?,2
3821,식당 음식 맛있어?,2
3822,영화관 시설 어때?,2
3823,미용실 서비스 평가 알려줘.,2
3824,병원 직원 친절해?,2
3825,세탁실 리뷰 좀 알려줘.,2
3826,운동장 시설 평가 어때?,2
3827,자판기 이용 후기 알려줘.,2
3828,학교 식당 리뷰 좀 알려줘.,2
3829,서점에서 할인받을 수 있어?,2
3830,택배 보관소 수수료 얼마야?,2
3831,식당에서 포장 가능해?,2
3832,영화관에서 팝콘 팔아?,2
3833,미용실에서 염색할 수 있어?,2
3834,병원에서 진단서 발급받을 수 있어?,2
3835,세탁실에서 건조기 사용할 수 있어?,2
3836,운동장에서 예약 없이 사용할 수 있어?,2
3837,자판기 고장 났을 때 어떻게 해?,2
3838,학교 식당에서 식권 사용 가능한가요?,2
3839,캠퍼스 내 헬스장 위치 알려줘.,2
3840,도서관 근처 식당 어디 있어?,2
3841,학교 내 사진관 어디에 있어?,2
3842,캠퍼스 내 강의실 위치 알려줘.,2
3843,학교 정문 근처 자판기 어디 있어?,2
3844,기숙사 2층 세탁실 위치 알려줘.,2
3845,학생회관 3층 카페 어디에 있어?,2
3846,캠퍼스 내 수영장 위치 알려줘.,2
3847,도서관 옆 서점 어디 있어?,2
3848,학교 내 실험실 위치 알려줘.,2
3849,헬스장 운영 시간 언제야?,2
3850,사진관 몇 시에 여나요?,2
3851,강의실 이용 시간 알려줘.,2
3852,수영장 운영 시간 어떻게 돼?,2
3853,실험실 운영 시간 언제야?,2
3854,도서관 근처 식당 몇 시에 여나요?,2
3855,캠퍼스 내 강의실 몇 시까지 열어?,2
3856,학교 내 사진관 운영 시간 알려줘.,2
3857,기숙사 2층 세탁실 몇 시에 닫아?,2
3858,학생회관 3층 카페 운영 시간 알려줘.,2
3859,헬스장에서 PT 받을 수 있어?,2
3860,사진관에서 증명사진 찍을 수 있어?,2
3861,강의실 예약 방법 알려줘.,2
3862,수영장 이용 방법 알려줘.,2
3863,실험실 사용 방법 알려줘.,2
3864,도서관 근처 식당 결제 방법 뭐 있어?,2
3865,강의실 이용 방법 알려줘.,2
3866,학교 사진관에서 인화할 수 있어?,2
3867,기숙사 2층 세탁실 이용 방법 알려줘.,2
3868,학생회관 3층 카페에서 공부할 수 있어?,2
3869,학교 내 식당 위치 알려줘.,2
3870,홍익대학교 카페 운영 시간 어떻게 돼?,2
3871,캠퍼스 내 편의점 어디에 있어?,2
3872,학생회관에 있는 편의시설 뭐 있어?,2
3873,홍익대에 있는 서점 위치가 어디야?,2
3874,학교 안에서 인쇄할 수 있는 곳 있나요?,2
3875,홍익대학교 우체국 운영 시간 알려줘.,2
3876,캠퍼스 내 복사실 어디 있어?,2
3877,홍익대에 제빵점 있나요?,2
3878,학생회관 카페 메뉴 뭐 있어?,2
3879,학교 체육관 이용 시간 언제야?,2
3880,홍익대 헬스장 등록 방법 알려줘.,2
3881,캠퍼스 내 수영장 운영 시간 어떻게 돼?,2
3882,홍익대학교 운동장 위치 알려줘.,2
3883,학교 내 테니스 코트 예약 방법 알려줘.,2
3884,홍익대 농구장 어디 있어?,2
3885,학교 헬스장 이용료 얼마야?,2
3886,체육관에서 어떤 운동 할 수 있어?,2
3887,홍익대 배드민턴장 위치 알려줘.,2
3888,스포츠 시설 예약 방법 알려줘.,2
3889,홍익대학교 기숙사 신청 방법 알려줘.,2
3890,기숙사 방 배정 언제 하나요?,2
3891,기숙사 비용은 얼마야?,2
3892,기숙사 내 편의시설 뭐 있어?,2
3893,홍익대 기숙사 규칙 알려줘.,2
3894,기숙사 내 와이파이 되나요?,2
3895,홍익대학교 기숙사 위치 어디야?,2
3896,기숙사에서 세탁 시설 이용 방법 알려줘.,2
3897,기숙사 식당 운영 시간 어떻게 돼?,2
3898,기숙사 방 크기는 어떻게 돼?,2
3899,홍익대학교 도서관 위치 알려줘.,2
3900,도서관 운영 시간 알려줘.,2
3901,홍익대 도서 대출 방법 알려줘.,2
3902,도서관에서 공부할 자리 예약 방법 알려줘.,2
3903,홍익대학교 도서관 시설 안내해줘.,2
3904,도서관에서 프린트할 수 있나요?,2
3905,홍익대 도서관에서 전자책 대출 가능한가요?,2
3906,도서관에서 제공하는 서비스 뭐 있어?,2
3907,도서관 열람실 이용 시간 언제야?,2
3908,도서관에서 복사 가능해?,2
3909,홍익대학교 박물관 위치 알려줘.,2
3910,박물관 운영 시간 어떻게 돼?,2
3911,홍익대 박물관 입장료 얼마야?,2
3912,박물관에서 어떤 전시하나요?,2
3913,박물관 예약 방법 알려줘.,2
3914,박물관에서 투어 프로그램 있나요?,2
3915,홍익대 박물관 주차 가능해?,2
3916,박물관에서 제공하는 서비스 뭐 있어?,2
3917,박물관 기념품 샵 운영 시간 언제야?,2
3918,박물관 특별 전시 일정 알려줘.,2
3919,홍익대학교 미술관 위치 알려줘.,2
3920,미술관 운영 시간 알려줘.,2
3921,홍익대 미술관 입장료 얼마야?,2
3922,미술관에서 어떤 작품 전시하나요?,2
3923,미술관 예약 방법 알려줘.,2
3924,미술관 투어 프로그램 있나요?,2
3925,홍익대 미술관 주차 가능해?,2
3926,미술관에서 제공하는 서비스 뭐 있어?,2
3927,미술관 기념품 샵 운영 시간 언제야?,2
3928,미술관 특별 전시 일정 알려줘.,2
3929,홍익대 캠퍼스 내 매점 위치 어디야?,2
3930,학교 식당 메뉴 알려줘.,2
3931,학생회관 편의시설 운영 시간 어떻게 돼?,2
3932,캠퍼스 내 자판기 위치 어디야?,2
3933,홍익대 우체국 위치 알려줘.,2
3934,학교 내 편의점 운영 시간 언제야?,2
3935,캠퍼스 내 인쇄소 위치 어디 있어?,2
3936,학생회관 내 샤워실 이용 방법 알려줘.,2
3937,홍익대 교내 은행 위치 어디야?,2
3938,학교 서점 운영 시간 알려줘.,2
3939,홍익대 체육관 위치 알려줘.,2
3940,학교 헬스장 이용 방법 알려줘.,2
3941,홍익대 테니스 코트 운영 시간 언제야?,2
3942,학교 농구장 이용료 얼마야?,2
3943,홍익대 수영장 위치 어디야?,2
3944,체육관에서 탁구장 이용 가능한가요?,2
3945,학교 배드민턴 코트 예약 방법 알려줘.,2
3946,헬스장에서 개인 트레이닝 받을 수 있나요?,2
3947,홍익대 스포츠 시설 이용 규칙 알려줘.,2
3948,체육관에서 제공하는 운동 프로그램 뭐 있어?,2
3949,홍익대학교 기숙사 신청 기간 언제야?,2
3950,기숙사 방 종류는 어떻게 나뉘어져 있어?,2
3951,기숙사 생활 규칙 알려줘.,2
3952,기숙사 내 인터넷 연결 어떻게 해?,2
3953,기숙사 식당 메뉴 뭐 있어?,2
3954,기숙사 방 청소는 어떻게 해?,2
3955,기숙사에서 자전거 보관 가능해?,2
3956,기숙사 내 주방 시설 있나요?,2
3957,기숙사 내 보안 시스템 어떻게 돼?,2
3958,기숙사 방음 시설 좋나요?,2
3959,홍익대 도서관 이용 방법 알려줘.,2
3960,도서관에서 열람실 예약할 수 있나요?,2
3961,도서관에서 그룹 스터디룸 예약 방법 알려줘.,2
3962,도서관에서 복사기 사용 방법 알려줘.,2
3963,도서관에 있는 책 찾는 방법 알려줘.,2
3964,도서관에서 제공하는 전자자료 서비스 뭐 있어?,2
3965,도서관에서 Wi-Fi 사용 가능한가요?,2
3966,도서관 내 음료 반입 가능한가요?,2
3967,도서관에서 영화 DVD 대출할 수 있나요?,2
3968,도서관에서 스캔 서비스 제공하나요?,2
3969,컴퓨터공학과 공지사항 어디서 확인해?,5
3970,경제학부 공지사항 좀 알려줘.,5
3971,영어교육과 공지사항 볼 수 있을까?,5
3972,신소재공학과 공지사항 확인해줄래?,5
3973,경영학부 공지사항은 어디에 있어?,5
3974,화학공학과 공지사항 알려줄래?,5
3975,법학부 공지사항 볼 수 있어?,5
3976,기계·시스템디자인공학과 공지사항 어디서 볼 수 있지?,5
3977,건축학부 공지사항은 어디서 확인해?,5
3978,독어독문학과 공지사항 알려줄래?,5
3979,산업·데이터공학과 공지사항 볼 수 있을까?,5
3980,경영학전공 공지사항 어디서 볼 수 있어?,5
3981,도시공학과 공지사항 확인할 수 있어?,5
3982,역사교육과 공지사항은 어디에 있지?,5
3983,바이오헬스융합학부 공지사항 알려줘.,5
3984,조소과 공지사항은 어디서 확인할 수 있어?,5
3985,전자전기공학과 공지사항 볼 수 있어?,5
3986,도예유리과 공지사항 어디서 확인해?,5
3987,실내건축학전공 공지사항 알려줄래?,5
3988,패션디자인과 공지사항 어디서 볼 수 있어?,5
3989,수학교육과 공지사항 어디서 확인해?,5
3990,국어교육과 공지사항 알려줄래?,5
3991,동양화과 공지사항 볼 수 있을까?,5
3992,섬유미술패션디자인과 공지사항 알려줘.,5
3993,음악학부 공지사항 어디서 확인할 수 있어?,5
3994,철학과 공지사항 볼 수 있어?,5
3995,미술사학과 공지사항 어디서 볼 수 있지?,5
3996,심리학과 공지사항 알려줄래?,5
3997,정치외교학과 공지사항 확인할 수 있어?,5
3998,지식재산학과 공지사항은 어디서 확인해?,5
3999,컴퓨터공학과 최신 소식 어디서 확인해?,5
4000,경제학부 최근 공지 어디서 볼 수 있어?,5
4001,영어교육과 중요한 발표는 어디에 있어?,5
4002,신소재공학과 뉴스는 어디서 확인할 수 있어?,5
4003,경영학부 업데이트된 정보 어디서 찾아?,5
4004,화학공학과 새 공지는 어디에 있지?,5
4005,법학부 알림사항은 어디서 볼 수 있어?,5
4006,기계·시스템디자인공학과 최근 발표 어디서 확인해?,5
4007,건축학부 새로운 소식은 어디에 있어?,5
4008,독어독문학과 최신 정보 어디서 볼 수 있어?,5
4009,산업·데이터공학과 공지 업데이트 어디서 확인해?,5
4010,경영학전공 알림은 어디에 있지?,5
4011,도시공학과 최근 소식 어디서 확인할 수 있어?,5
4012,역사교육과 최신 발표 어디서 볼 수 있어?,5
4013,바이오헬스융합학부 중요한 공지 어디에 있어?,5
4014,조소과 최신 정보는 어디서 확인해?,5
4015,전자전기공학과 새로운 공지 어디서 볼 수 있어?,5
4016,도예유리과 소식은 어디에서 확인해?,5
4017,실내건축학전공 알림사항은 어디에 있지?,5
4018,패션디자인과 새로운 정보 어디서 볼 수 있어?,5
4019,컴퓨터공학과 시험일정 어디서 확인해?,5
4020,경제학부 그레이더 모집 공고 있나?,5
4021,영어교육과 봉사시간 어디서 신청해?,5
4022,신소재공학과 장학금 정보는 어디서 볼 수 있어?,5
4023,경영학부 시험일정 알려줄 수 있어?,5
4024,화학공학과 그레이더 모집 일정 있지?,5
4025,법학부 봉사시간 관련 정보 어디서 확인해?,5
4026,기계·시스템디자인공학과 장학금 신청 방법 알려줘.,5
4027,건축학부 시험일정 어디서 확인할 수 있어?,5
4028,독어독문학과 그레이더 모집 공고 어디서 볼 수 있어?,5
4029,산업·데이터공학과 봉사시간 정보 알려줄래?,5
4030,경영학전공 장학금 신청 기간 언제야?,5
4031,도시공학과 시험일정 볼 수 있을까?,5
4032,역사교육과 그레이더 모집 정보 어디서 확인해?,5
4033,바이오헬스융합학부 봉사시간 어디서 신청해?,5
4034,조소과 장학금 정보 어디서 확인할 수 있어?,5
4035,전자전기공학과 시험일정 알려줄래?,5
4036,도예유리과 그레이더 모집 안내 어디 있어?,5
4037,실내건축학전공 봉사시간 신청 방법 알려줘.,5
4038,패션디자인과 장학금 신청 어디서 해?,5
4039,컴퓨터공학과 공지사항 어디서 확인해?,5
4040,컴퓨터공학과 최신 공지 알려줘.,5
4041,컴퓨터공학과 공지 업데이트 어디서 볼 수 있어?,5
4042,컴퓨터공학과 중요한 공지사항 뭐야?,5
4043,컴퓨터공학과 공지사항 게시판 링크 알려줄래?,5
4044,컴퓨터공학과 최근 공지 뭐가 있어?,5
4045,컴퓨터공학과 공지사항 이메일로 받을 수 있어?,5
4046,컴퓨터공학과 공지사항 언제 업데이트 돼?,5
4047,컴퓨터공학과 공지사항 어디에 게시돼?,5
4048,컴퓨터공학과 학과 공지 어디서 확인할 수 있어?,5
4049,컴퓨터공학과 공지 알림 받을 수 있어?,5
4050,컴퓨터공학과 공지사항 어떻게 확인해?,5
4051,컴퓨터공학과 공지사항 누가 관리해?,5
4052,컴퓨터공학과 새 공지사항 나왔어?,5
4053,컴퓨터공학과 학과 공지사항 어디서 볼 수 있어?,5
4054,컴퓨터공학과 공지사항 변경된 거 있어?,5
4055,컴퓨터공학과 공지사항 파일로 받을 수 있어?,5
4056,컴퓨터공학과 공지사항 언제 올라와?,5
4057,컴퓨터공학과 공지사항 확인 방법 알려줘.,5
4058,컴퓨터공학과 공지사항 관련 문의는 어디로 해?,5
4059,컴퓨터공학과 공지사항 업데이트 주기는 어떻게 돼?,5
4060,컴퓨터공학과 공지사항을 문자로 받을 수 있어?,5
4061,컴퓨터공학과 공지사항에 대한 피드백은 어디로 보내?,5
4062,컴퓨터공학과 공지사항을 확인하는 가장 빠른 방법은?,5
4063,컴퓨터공학과 공지사항에 누락된 내용이 있으면 어떻게 해야 해?,5
4064,컴퓨터공학과 공지사항에 대한 질문은 누구에게 해야 해?,5
4065,컴퓨터공학과 공지사항에서 중요한 항목은 어떻게 표시돼?,5
4066,컴퓨터공학과 공지사항에 대한 알림 설정은 어떻게 해?,5
4067,컴퓨터공학과 공지사항을 다른 학과와 공유할 수 있어?,5
4068,컴퓨터공학과 공지사항에 대한 자세한 내용은 어디서 찾아?,5
4069,최신 공지사항은 무엇인가요?,5
4070,최근 업데이트된 공지사항은 어디서 볼 수 있나요?,5
4071,오늘 올라온 공지사항이 있나요?,5
4072,공지사항 페이지의 URL은 무엇인가요?,5
4073,공지사항 검색 방법을 알려주세요.,5
4074,특정 학과 관련 공지사항은 어떻게 찾나요?,5
4075,공지사항 알림 설정 방법은 무엇인가요?,5
4076,공지사항 이메일로 받을 수 있나요?,5
4077,공지사항 RSS 피드는 있나요?,5
4078,공지사항에 댓글을 달 수 있나요?,5
4079,이번 학기 학사 관련 공지사항은 어디서 확인하나요?,5
4080,수강신청 관련 공지사항은 무엇인가요?,5
4081,시험 일정 공지사항은 언제 올라오나요?,5
4082,졸업 관련 공지사항은 어디서 볼 수 있나요?,5
4083,성적 발표 관련 공지사항이 있나요?,5
4084,학사 일정 변경 공지사항은 어떻게 확인하나요?,5
4085,학사 경고 관련 공지사항은 어디서 찾나요?,5
4086,학적 변경 관련 공지사항은 무엇이 있나요?,5
4087,복학 신청 공지사항이 올라왔나요?,5
4088,휴학 관련 공지사항은 어디서 볼 수 있나요?,5
4089,최신 장학금 공지사항은 무엇인가요?,5
4090,장학금 신청 기간 공지사항은 어디서 확인하나요?,5
4091,장학생 선발 결과 공지사항은 언제 나오나요?,5
4092,장학금 종류에 대한 공지사항은 무엇이 있나요?,5
4093,장학금 지급 관련 공지사항은 어디서 볼 수 있나요?,5
4094,국가장학금 관련 공지사항이 있나요?,5
4095,교내 장학금 공지사항은 어디서 확인하나요?,5
4096,장학금 신청 방법 공지사항이 있나요?,5
4097,장학금 관련 문의처 공지사항은 무엇인가요?,5
4098,장학금 지급일 공지사항은 언제 올라오나요?,5
4099,교내 행사 공지사항은 무엇이 있나요?,5
4100,공모전 참여 공지사항은 어디서 볼 수 있나요?,5
4101,체육대회 관련 공지사항이 있나요?,5
4102,학술대회 공지사항은 언제 올라오나요?,5
4103,문화행사 공지사항은 어디서 확인하나요?,5
4104,축제 관련 공지사항이 있나요?,5
4105,세미나 및 워크숍 공지사항은 무엇이 있나요?,5
4106,동아리 활동 공지사항은 어디서 볼 수 있나요?,5
4107,교외 행사 공지사항이 있나요?,5
4108,캠퍼스 투어 공지사항은 어디서 확인하나요?,5
4109,도서관 운영시간 공지사항이 있나요?,5
4110,기숙사 관련 공지사항은 무엇이 있나요?,5
4111,편의시설 공지사항은 어디서 확인하나요?,5
4112,교내 안전 관련 공지사항은 무엇이 있나요?,5
4113,시설 보수 공지사항은 언제 올라오나요?,5
4114,IT 서비스 관련 공지사항이 있나요?,5
4115,교내 버스 운행 시간 공지사항이 있나요?,5
4116,학사 행정 공지사항은 어디서 볼 수 있나요?,5
4117,시험 장소 변경 공지사항이 있나요?,5
4118,강의실 배정 공지사항은 어디서 확인하나요?,5
4119,동아리 모집 공지사항이 있나요?,5
4120,연구 발표 공지사항은 어디서 볼 수 있나요?,5
4121,교내 식당 메뉴 공지사항이 있나요?,5
4122,건강검진 공지사항은 무엇이 있나요?,5
4123,교내 봉사활동 공지사항이 있나요?,5
4124,학생회 공지사항은 어디서 확인하나요?,5
4125,입학설명회 공지사항이 있나요?,5
4126,신입생 오리엔테이션 공지사항은 무엇이 있나요?,5
4127,졸업작품 전시회 공지사항은 어디서 볼 수 있나요?,5
4128,박물관 특별전 공지사항이 있나요?,5
4129,학내 규정 변경 공지사항은 무엇이 있나요?,5
4130,기상 악화에 따른 휴강 공지사항이 있나요?,5
4131,방역 관련 공지사항은 어디서 볼 수 있나요?,5
4132,교내 교통 변경 공지사항이 있나요?,5
4133,학술지 발간 공지사항은 무엇이 있나요?,5
4134,연구실 안전 공지사항은 어디서 확인하나요?,5
4135,동문회 공지사항은 무엇이 있나요?,5
4136,학생 건강보험 공지사항이 있나요?,5
4137,실험실 사용 공지사항은 어디서 볼 수 있나요?,5
4138,예비군 훈련 공지사항이 있나요?,5
4139,휴일 특별 운영시간 공지사항이 있나요?,5
4140,장비 대여 공지사항은 어디서 확인하나요?,5
4141,교내 취업박람회 공지사항이 있나요?,5
4142,학생 상담 서비스 공지사항은 무엇이 있나요?,5
4143,도서 반납일 연장 공지사항이 있나요?,5
4144,교내 체육시설 이용 공지사항이 있나요?,5
4145,졸업사진 촬영 공지사항은 어디서 볼 수 있나요?,5
4146,연구비 신청 공지사항이 있나요?,5
4147,학교 발전기금 공지사항은 무엇이 있나요?,5
4148,학내 대규모 공사 공지사항이 있나요?,5
4149,학사 일정 추가 변경 공지사항이 있나요?,5
4150,비상 연락망 공지사항은 어디서 확인하나요?,5
4151,학생증 발급 공지사항이 있나요?,5
4152,도서관 회원가입 공지사항이 있나요?,5
4153,교내 인터넷 서비스 공지사항이 있나요?,5
4154,자격증 취득 지원 공지사항이 있나요?,5
4155,학내 복지시설 공지사항이 있나요?,5
4156,학내 연주회 공지사항은 어디서 볼 수 있나요?,5
4157,교육과정 변경 공지사항이 있나요?,5
4158,전자출결 시스템 공지사항은 무엇이 있나요?,5
4159,학생회관 이용 공지사항이 있나요?,5
4160,교내 전시회 공지사항은 어디서 볼 수 있나요?,5
4161,교내 콘서트 공지사항이 있나요?,5
4162,교내 영화 상영 공지사항이 있나요?,5
4163,신입생 환영회 공지사항이 있나요?,5
4164,교내 심리 상담 공지사항은 무엇이 있나요?,5
4165,학내 환경 개선 공지사항이 있나요?,5
4166,학내 토론회 공지사항은 어디서 볼 수 있나요?,5
4167,교내 특별 강연 공지사항이 있나요?,5
4168,교내 전시회 일정 공지사항은 무엇이 있나요?,5
4169,기계공학과의 최신 공지사항은 무엇인가요?,5
4170,전자공학과의 최근 업데이트된 공지사항은 어디서 볼 수 있나요?,5
4171,건축학과의 오늘 올라온 공지사항이 있나요?,5
4172,화학공학과 공지사항 페이지의 URL은 무엇인가요?,5
4173,산업디자인학과 공지사항 검색 방법을 알려주세요.,5
4174,생명과학과 특정 학년 관련 공지사항은 어떻게 찾나요?,5
4175,수학과 공지사항 알림 설정 방법은 무엇인가요?,5
4176,물리학과 공지사항을 이메일로 받을 수 있나요?,5
4177,화학과 공지사항 RSS 피드는 있나요?,5
4178,컴퓨터공학과 공지사항에 댓글을 달 수 있나요?,5
4179,기계공학과의 학사 일정 공지사항은 어디서 확인하나요?,5
4180,전자공학과의 행사 일정 공지사항은 어떻게 되나요?,5
4181,건축학과의 세미나 일정 공지사항은 언제인가요?,5
4182,화학공학과의 워크숍 일정 공지사항은 언제인가요?,5
4183,산업디자인학과의 학술 대회 일정 공지사항은 언제인가요?,5
4184,생명과학과의 입학 설명회 공지사항은 언제 열리나요?,5
4185,수학과의 졸업식 일정 공지사항은 언제인가요?,5
4186,물리학과의 교내외 수상 내역 공지사항은 무엇이 있나요?,5
4187,화학과의 수강신청 관련 공지사항은 무엇인가요?,5
4188,컴퓨터공학과의 시험 일정 공지사항은 언제 올라오나요?,5
4189,기계공학과의 졸업 관련 공지사항은 어디서 볼 수 있나요?,5
4190,전자공학과의 성적 발표 관련 공지사항이 있나요?,5
4191,건축학과의 학사 일정 변경 공지사항은 어떻게 확인하나요?,5
4192,화학공학과의 학사 경고 관련 공지사항은 어디서 찾나요?,5
4193,산업디자인학과의 학적 변경 관련 공지사항은 무엇이 있나요?,5
4194,생명과학과의 복학 신청 공지사항이 올라왔나요?,5
4195,수학과의 휴학 관련 공지사항은 어디서 볼 수 있나요?,5
4196,물리학과의 최신 공지사항은 무엇인가요?,5
4197,화학과의 최근 업데이트된 공지사항은 어디서 볼 수 있나요?,5
4198,컴퓨터공학과의 오늘 올라온 공지사항이 있나요?,5
4199,기계공학과 공지사항 페이지의 URL은 무엇인가요?,5
4200,전자공학과 공지사항 검색 방법을 알려주세요.,5
4201,건축학과 특정 학년 관련 공지사항은 어떻게 찾나요?,5
4202,화학공학과 공지사항 알림 설정 방법은 무엇인가요?,5
4203,산업디자인학과 공지사항을 이메일로 받을 수 있나요?,5
4204,생명과학과 공지사항 RSS 피드는 있나요?,5
4205,수학과 공지사항에 댓글을 달 수 있나요?,5
4206,물리학과의 학사 일정 공지사항은 어디서 확인하나요?,5
4207,화학과의 행사 일정 공지사항은 어떻게 되나요?,5
4208,컴퓨터공학과의 세미나 일정 공지사항은 언제인가요?,5
4209,기계공학과의 워크숍 일정 공지사항은 언제인가요?,5
4210,전자공학과의 학술 대회 일정 공지사항은 언제인가요?,5
4211,건축학과의 입학 설명회 공지사항은 언제 열리나요?,5
4212,화학공학과의 졸업식 일정 공지사항은 언제인가요?,5
4213,산업디자인학과의 교내외 수상 내역 공지사항은 무엇이 있나요?,5
4214,생명과학과의 수강신청 관련 공지사항은 무엇인가요?,5
4215,수학과의 시험 일정 공지사항은 언제 올라오나요?,5
4216,물리학과의 졸업 관련 공지사항은 어디서 볼 수 있나요?,5
4217,화학과의 성적 발표 관련 공지사항이 있나요?,5
4218,컴퓨터공학과의 학사 일정 변경 공지사항은 어떻게 확인하나요?,5
4219,기계공학과의 학사 경고 관련 공지사항은 어디서 찾나요?,5
4220,전자공학과의 학적 변경 관련 공지사항은 무엇이 있나요?,5
4221,건축학과의 복학 신청 공지사항이 올라왔나요?,5
4222,화학공학과의 휴학 관련 공지사항은 어디서 볼 수 있나요?,5
4223,산업디자인학과의 최신 공지사항은 무엇인가요?,5
4224,생명과학과의 최근 업데이트된 공지사항은 어디서 볼 수 있나요?,5
4225,수학과의 오늘 올라온 공지사항이 있나요?,5
4226,물리학과 공지사항 페이지의 URL은 무엇인가요?,5
4227,화학과 공지사항 검색 방법을 알려주세요.,5
4228,컴퓨터공학과 특정 학년 관련 공지사항은 어떻게 찾나요?,5
4229,기계공학과 공지사항 알림 설정 방법은 무엇인가요?,5
4230,전자공학과 공지사항을 이메일로 받을 수 있나요?,5
4231,건축학과 공지사항 RSS 피드는 있나요?,5
4232,화학공학과 공지사항에 댓글을 달 수 있나요?,5
4233,산업디자인학과의 학사 일정 공지사항은 어디서 확인하나요?,5
